Workshop Name,Beschreibung,Studio Name,Location,Category,Date,URL_E,Time
,"Du möchtest gerne den Handstand lernen und dir fehlt Geschicklichkeit oder Kraft? In diesem Workshop werden die Basics für den Handstand an der Pole geübt. Keine Sorge, du musst den Handstand nicht können oder perfekt halten. Dir werden Tricks gezeigt, wie du den Handstand besser halten kannst und Tipps gegeben welche Kraftübungen zum Ziel führen können. Es werden außerdem elegante Handstand Shapes mit passenden Transitions geübt. Dieser Workshop kostet 6 Euro Aufpreis.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Samstag, 9. März 2024",https://www.eversports.de/e/workshop/gbofUBp,12:30 - 13:40
,"Aerial Hoop, auch Luftring oder Lyra genannt, entwickelt sich neben Poledance ebenfalls zu einer Trendsportart. Es handelt sich hierbei um einen von der Decke hängenden Edelstahl-Reifen, in und auf dem viele verschiedene Figuren vollführt und sogar Choreografien getanzt werden können. Möchtest du lernen, wie man elegante Bewegungen, kraftvolle Akrobatik und emotionale Ausdruckskraft zu einer fesselnden Performance verbindet? Dann haben wir genau das Richtige für dich! In diesem Workshop werden verschiedene Aerial Hoop-Figuren kombiniert die mit kreativen Bewegungsabläufen und musikalischer Untermalung. Du wirst lernen, wie du dich elegant und anmutig im Hoop bewegst. Egal, ob du bereits Erfahrung im Aerial Dance hast oder ein Anfänger bist - dieser Workshop ist für alle geeignet! Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Aerial Hoop,"Samstag, 9. März 2024",https://www.eversports.de/e/workshop/NFfn_y6,13:45 - 14:55
,"Dieser Workshop beginnt mit intensiven Stretching Übungen um auf den Spatchcock vorbereitet zu sein. Caroline wird dir die besten Tipps und Tricks zeigen, wie du am Besten den Spatchcock erlernst oder deine Technik verbesserst. Der Spatchcock wird in diesem Workshop vom Boden aus und auch von oben an der Pole trainiert, sodass du je nach Level mitmachen kannst. Um an diesem Workshop teilzunehmen solltest du bereits im Intermediate Level trainieren.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Freitag, 22. März 2024",https://www.eversports.de/e/workshop/miY7n0b,19:10 - 20:40
,"Aerial Hoop, auch Luftring oder Lyra genannt, entwickelt sich neben Poledance ebenfalls zu einer Trendsportart. Es handelt sich hierbei um einen von der Decke hängenden Edelstahl-Reifen, in und auf dem viele verschiedene Figuren vollführt und sogar Choreografien getanzt werden können. Möchtest du lernen, wie man elegante Bewegungen, kraftvolle Akrobatik und emotionale Ausdruckskraft zu einer fesselnden Performance verbindet? Dann haben wir genau das Richtige für dich! In diesem Workshop werden verschiedene Aerial Hoop-Figuren kombiniert die mit kreativen Bewegungsabläufen und musikalischer Untermalung. Du wirst lernen, wie du dich elegant und anmutig im Hoop bewegst. Egal, ob du bereits Erfahrung im Aerial Dance hast oder ein Anfänger bist - dieser Workshop ist für alle geeignet! Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Aerial Hoop,"Samstag, 13. April 2024",https://www.eversports.de/e/workshop/C9b62JT,12:30 - 13:40
,"Du möchtest gerne den Handstand lernen und dir fehlt Geschicklichkeit oder Kraft? In diesem Workshop werden die Basics für den Handstand an der Pole geübt. Keine Sorge, du musst den Handstand nicht können oder perfekt halten. Dir werden Tricks gezeigt, wie du den Handstand besser halten kannst und Tipps gegeben welche Kraftübungen zum Ziel führen können. Es werden außerdem elegante Handstand Shapes mit passenden Transitions geübt. Dieser Workshop kostet 6 Euro Aufpreis.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Samstag, 13. April 2024",https://www.eversports.de/e/workshop/0fonSE4,13:45 - 14:55
,"Du willst weniger denken und mehr fühlen? Du willst sinnlich und selbstbewusst für deine:n (Pole)Partner:in tanzen? Dann bist du hier genau richtig! Bei diesem Workshop lernen wir keine Choreo, sondern ich zeige dir Lap Dance-Moves und Floorwork-Elemente die du mit deinen eigenen Bewegungen verschmelzen kannst. In einer sicheren Atmosphäre kannst du deine sensual energy entfalten. Tauche mit mir ein in die Welt der Sinnlichkeit und entfache dein inneres Feuer. Was zieh ich an? Alles ist erlaubt! Egal ob Lack, Leder, Spitze oder doch dein Lieblings Poleoutfit. Zieh, dass an in dem du dich sexy oder gut fühlst. Ich zeige dir auch einige Strip-Elemente – wenn du Lust hast, zieh gerne zwei Schichten an. Barfuß oder Heels? Du kannst gerne Barfuß, in Socken oder mit Overkneestrümpfen tanzen. Falls du Clacks liebst, dann dürfen deine Heels nicht fehlen! Bitte bring dir Knieschoner mit. Brauche ich eine:n Partner:in? Du darfst gerne alleine kommen – wir finden jemanden für dich. Grundsätzlich wird aber nach deinen Regeln gespielt. Du entscheidest was du mit wem probieren möchtest. Falls dein:e (Pole)Partner:in zu schüchtern für etwas ist, dann nehme ich gerne Platz ;) Was sollte ich noch wissen? An alle Freestyle-Gegner: Keine Panik, es ist kein Freestlye-Workshop. Ich gebe dir genug Moves an die Hand. Beginner Friendly - der Schwierigkeitsgrad der Bewegungen wird individuell nach deinen Bedürfnissen angepasst. Du hast noch Fragen? Dann schreib mir gerne @alexis.aerialartarmy. Ich freu mich auf dich! Deine Alex!",Aerial Art Poledance,"Ticket für So. 04.02.2024, 13:00 - 15:15",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/1pLUOJO,13:00 - 15:15
,"Dieser Workshop ist für alle, die ihre Flexibilität auf das nächste Level heben möchten. Mit aktiven und passiven Stretches und Yoga-Übungen, wird deine Beweglichkeit noch weiter verbessert. Yoga-Übungen werden in einen harmonischen Flow verpackt. Deine Atmung wirkt unterstützend und neben mehr Flexibilität wirst du außerdem mehr Achtsamkeit für deinen Körper erlangen. Voraussetzung: Keine Verletzungen, gute Beweglichkeit (deine Hände berühren den Boden bei einer gestreckten Vorwärtsbeuge) Teilnahmegebühr 35€/20€ inklusive für Unlimited-Mitglieder & Member",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Stretching,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/workshop/lxu9gbp,10:30 - 12:00
,"Spagat mit und an der Pole sehen immer spektakulär aus und dabei ist egal ob es ein ""echter"" oder ein ""fake"" Split ist. Die perfekte Vorbereitung ist der Spagat Intensiv-Workshop davor. Bitte bring deine Yoga-Matte mit. Voraussetzung: min. Level 2 Sichere Leg hangs, Bras Monkey und gute Flexibilität Teilnahmegebühr 35€/25€ Limited Mitglieder, inklusive für Unlimited-Mitglieder/ Member",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Poledance,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/workshop/CRjs8aS,12:30 - 14:00
,"Umkehrhaltungen sicher und einfach. Mit dem FeetUp Trainer beherrschst du Umkehrhaltungen innerhalb weniger Minuten und baust gleichzeitig Kraft, Beweglichkeit und Gleichgewicht auf. Renate zeigt Dir wie es geht. Bitte bring Deine Yoga-Matte mit.",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Akrobatik,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/workshop/HlGXT-6,14:30 - 16:00
,"Für Anfänger. Keine Voraussetzungen nötig! Hier lernst du die ersten Basics und stärkst die für Pole Dance wichtige Muskulatur, wie z.B. Hände, Schultern, Bauch und Beine. Wir beginnen mit einem Warm-Up und Stretching um Deinen Körper gut vorzubereiten, erlernen eine kleine Choreographie und enden mit einem sanften Cool-Down. Was Du anziehen und beachten solltest: - Bitte sei ca. 10 Minuten vor Kursbeginn im Studio - Bring deine eigene Yogamatte mit - kurze Shorts ohne Nieten und Reißverschluss und ein anliegendes Top - Wir trainieren barfuß oder nur mit Socken - Ringe, Armbanduhr und Schmuck könnten die Pole beschädigen, am besten gleich zu Hause lassen. - Bitte Keine Glasflaschen",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/9j7N418,14:00 - 15:00
,"Inverts sind spätestens ab Level 1 ein wichtiger Bestandteil unserer Klassen. Ihr lernt verschiedenen Arten, in die Umkehrung zu gehen und worauf es ankommt. Wenn du also den Chopper meistern oder ganz allgemein deine Inverts verbessern möchtest, ist das der perfekte Workshop für Dich. Jeder wird seinem Können entsprechende Verbessetungstipps bekommen. Anmeldung mit Mitgliedschaft, Membership, 20er-Karte oder als Einzelkurs möglich. Bitte bring deine Yoga-Matte oder ein großes Handtuch mit. Voraussetzung: mind. 6 Monate Pole",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/AL0d8uV,16:00 - 17:30
,"Dieser Kurs verbindet Tanz und Akrobatik, so dass der Bewegungsdrang der Kids super erfüllt werden kann. Im BALANCE können sie unsere Luftakrobatik-Geräte (Pole-Stange, Aerial Hoop und Aerial Hammock) kennen lernen und sich daran ausprobieren! Auf spielerische Weise unterrichten wir schon fast zirkusreife Kunststücke. Das macht nicht nur total viel Spaß, sondern verbessert auch ganz nebenbei die Kraft und Koordination der Kinder.",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Aerial Yoga,"Donnerstag, 15. Februar 2024",https://www.eversports.de/e/workshop/OWKdsKA,16:00 - 17:00
,"45 Minuten Tanz, Rhythmische Spiele und viel Spaß 5€ / gratis für BALANCE-Kids",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Tanzen,"Freitag, 16. Februar 2024",https://www.eversports.de/e/workshop/qtwNW3p,14:30 - 15:15
,"60 Minuten Tanz, Rhythmische Spiele und viel Spaß 5€ / gratis für BALANCE-Kids",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Tanzen,"Freitag, 16. Februar 2024",https://www.eversports.de/e/workshop/-lRCjR7,15:15 - 16:15
,"Voraussetzung: Level 3 Teilnahmegebühr 35€/25€ Limited Mitglieder, inklusive für Unlimited-Mitglieder/ Member Bitte bring deine Yoga-Matte mit.",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Poledance,"Sonntag, 18. Februar 2024",https://www.eversports.de/e/workshop/DmdrEre,11:00 - 12:30
,"Luftakrobatik im Ring als Ganzkörpertraining für Jeden! Hier wird Kraft, Beweglichkeit und Balance ganz nebenbei trainiert. Denn vor allem macht es unglaublich viel Spaß. Falls Du über gute Armkraft verfügst und schon an vielen Hoop Basic Klassen teilgenommen hast , bist du hier richtig. Bring eine Yoga-Matte mit.",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Aerial Yoga,"Sonntag, 18. Februar 2024",https://www.eversports.de/e/workshop/vnjpjso,13:00 - 14:30
,"Den Handstand zu erlernen bringt Dir viele Benefits für Deinen Körper und auch für Deinen Geist!  Der Handstand sieht nicht nur beeindruckend aus, sondern zeugt auch von Fitness. Das Üben stärkt viele verschiedene Muskelgruppen und hat noch weitere Vorteile für dein Wohlbefinden. ⁣Ein gestärkter Rumpf und Oberkörper ⁣⁣Anfangs wird es dir wahrscheinlich schwer fallen, dich allzu lange auf deinen Händen zu halten, doch mit der Zeit werden die Muskeln in deinen Armen, Schultern und Rumpf stärker werden. ⁣Mehr Gleichgewicht ⁣⁣Für einen Handstand braucht man nicht nur Muskelkraft, sondern auch einen guten Gleichgewichtssinn. ⁣Stärkere Knochen, bessere Durchblutung ⁣⁣Der Handstand zählt als Gewichtsübung und kann deshalb Osteoporose vorbeugen. Dadurch, dass eine Vielzahl an Muskeln beansprucht wird, wird der Aufbau von Knochenmasse gefördert. Der Handstand fördert außerdem die Durchblutung des Oberkörpers, vor allem die der Lunge. ⁣Gute Laune⁣⁣Wer öfter mal Kopf steht, der kann damit auch seine Stimmung aufhellen. Der Handstand wirkt tatsächlich aufmunternd, hat aber auch beruhigende Wirkung. Zudem wirkt sich der Handstand auf die Adrenaldrüse aus, sodass die Produktion des Stresshormons Cortisol reduziert wird. Deshalb wirkt ein Handstand auch bei einer leichten depressiven Stimmung Wunder.  Lerne die Basics, die Du brauchst um einen Handstand zu lernen, in diesem Workshop kennen. Voraussetzung: Keine Verletzungen, bereits geübte Umkehrungen durch Feet Up, Aerial Yoga, Pole Dance L1 und min. 30 Sec. Herabschauender Hund halten können. Teilnahmegebühr 35€/25€ inklusive für Unlimited-Mitglieder & Member",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Akrobatik,"Sonntag, 25. Februar 2024",https://www.eversports.de/e/workshop/s-CvYfY,10:30 - 12:00
,"Dieser Workshop ist für alle, die ihre Flexibilität auf das nächste Level heben möchten. Mit aktiven und passiven Stretches und Yoga-Übungen, wird deine Beweglichkeit noch weiter verbessert. Yoga-Übungen werden in einen harmonischen Flow verpackt. Deine Atmung wirkt unterstützend und neben mehr Flexibilität wirst du außerdem mehr Achtsamkeit für deinen Körper erlangen. Auf der einen Seite sind Rückbeugen sehr befreiend, schenken Energie und man fühlt sich hinterher wunderbar lebendig. Auf der anderen Seite sind viele Menschen im unteren Rücken verspannt und haben Rückenschmerzen. Rückbeugen fordern gerade deshalb ein hohes Maß an Verständnis, Wissen und Körpergefühl.  Voraussetzung: Keine Verletzungen Teilnahmegebühr 35€/20€ inklusive für Unlimited-Mitglieder & Member",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Stretching,"Sonntag, 25. Februar 2024",https://www.eversports.de/e/workshop/lIzIIH9,12:30 - 14:00
,"Den Handstand zu erlernen bringt Dir viele Benefits für Deinen Körper und auch für Deinen Geist!  Der Handstand sieht nicht nur beeindruckend aus, sondern zeugt auch von Fitness. Das Üben stärkt viele verschiedene Muskelgruppen und hat noch weitere Vorteile für dein Wohlbefinden. ⁣Ein gestärkter Rumpf und Oberkörper ⁣⁣Anfangs wird es dir wahrscheinlich schwer fallen, dich allzu lange auf deinen Händen zu halten, doch mit der Zeit werden die Muskeln in deinen Armen, Schultern und Rumpf stärker werden. ⁣Mehr Gleichgewicht ⁣⁣Für einen Handstand braucht man nicht nur Muskelkraft, sondern auch einen guten Gleichgewichtssinn. ⁣Stärkere Knochen, bessere Durchblutung ⁣⁣Der Handstand zählt als Gewichtsübung und kann deshalb Osteoporose vorbeugen. Dadurch, dass eine Vielzahl an Muskeln beansprucht wird, wird der Aufbau von Knochenmasse gefördert. Der Handstand fördert außerdem die Durchblutung des Oberkörpers, vor allem die der Lunge. ⁣Gute Laune⁣⁣Wer öfter mal Kopf steht, der kann damit auch seine Stimmung aufhellen. Der Handstand wirkt tatsächlich aufmunternd, hat aber auch beruhigende Wirkung. Zudem wirkt sich der Handstand auf die Adrenaldrüse aus, sodass die Produktion des Stresshormons Cortisol reduziert wird. Deshalb wirkt ein Handstand auch bei einer leichten depressiven Stimmung Wunder.  Lerne die Basics, die Du brauchst um einen Handstand zu lernen, in diesem Workshop kennen. Voraussetzung: 1x den Vorgänger-Workshop. Viele Umkehrungen in anderen Kursen. Teilnahmegebühr 35€/25€ inklusive für Unlimited-Mitglieder & Member",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Akrobatik,"Sonntag, 3. März 2024",https://www.eversports.de/e/workshop/1hwRppH,10:30 - 12:00
,"Entdecke die Kraft in Dir, einen Menschen auf Deinen Füßen und Händen zu balancieren und zu bewegen. Erlebe auch das unglaubliche Gefühl, Dich balancieren zu lassen, auf den Füßen und Händen eines anderen Menschen. Ein Spotter (= Hilfestellung) sichert das Geschehen, so dass Du den Flug vertrauensvoll genießen kannst. Du wirst erstaunt sein was alles möglich ist, Riesenspaß haben und direkt im Hier und Jetzt ankommen. Ganz nebenbei macht AcroYoga Deinen Körper stark und beweglich. Du bist mit oder ohne Partner herzlich willkommen. Pro Person eine Anmeldung. Bitte bring Deine Yoga-Matte mit. Es werden 2 Besuch deiner Mitgliedschaft oder 20er Karte verrechnet.",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Akrobatik,"Sonntag, 3. März 2024",https://www.eversports.de/e/workshop/FWO9nVb,12:30 - 14:30
,"On spinning pole (beginner-intermediate) Schön muss nicht schwierig sein. In diesem Workshop lernst Du einfachere Posen zu variieren und fließend miteinander zu kombinieren. Beautiful does not have to be difficult! In this workshop you will learn to combine simple spins to beautiful, creative combinations. Bitte bring deine Yoga-Matte mit.",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Poledance,"Sonntag, 10. März 2024",https://www.eversports.de/e/workshop/wHwtdS-,09:45 - 11:00
,"Combos on static pole (beginner-intermediate) In diesem Static Pole Workshop geht es um fließende Übergänge und Kombinationen von Drehungen und Floorwork und auch der ein oder andere Handstand darf dabei nicht fehlen.  Nice long flowy combos of spins, transitions and floorwork including handstands on the static pole.  Bitte bring deine Yoga-Matte mit.",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Poledance,"Sonntag, 10. März 2024",https://www.eversports.de/e/workshop/D7_g8hU,11:30 - 12:45
,on static pole (intermediate) In diesem Workshop toben wir uns mit meinen aktuellen Lieblingstricks und -kombinationen aus. Ich teile hier einige meiner absoluten Favoriten mit euch! In this workshop we’ll let off steam with my current favorite tricks and combinations on the static bar. You will learn a few of my all-time favorites. Bitte bring deine Yoga-Matte mit.,BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Poledance,"Sonntag, 10. März 2024",https://www.eversports.de/e/workshop/yXJE2Qf,13:15 - 14:30
,"Dieser Kurs verbindet Tanz und Akrobatik, so dass der Bewegungsdrang der Kids super erfüllt werden kann. Im BALANCE können sie unsere Luftakrobatik-Geräte (Pole-Stange, Aerial Hoop und Aerial Hammock) kennen lernen und sich daran ausprobieren! Auf spielerische Weise unterrichten wir schon fast zirkusreife Kunststücke. Das macht nicht nur total viel Spaß, sondern verbessert auch ganz nebenbei die Kraft und Koordination der Kinder.",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Aerial Yoga,"Donnerstag, 28. März 2024",https://www.eversports.de/e/workshop/WpCq6MN,16:00 - 17:00
,"45 Minuten Tanz, Rhythmische Spiele und viel Spaß 5€ / gratis für BALANCE-Kids",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Tanzen,"Mittwoch, 3. April 2024",https://www.eversports.de/e/workshop/uE03gmT,15:00 - 15:45
,"60 Minuten Tanz, Rhythmische Spiele und viel Spaß 5€ / gratis für BALANCE-Kids",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Tanzen,"Mittwoch, 3. April 2024",https://www.eversports.de/e/workshop/Nm33K4u,16:00 - 17:00
,"Dieses Mal, findet die Massage in Bauchlage statt. In der heutigen Zeit werden virtuelle Umarmungen und Küsse per Klick verschickt. So wird echte Berührung von echten Menschen immer wertvoller. Unterschätze niemals die Botschaft, die von deinen Händen ausgeht die in Verbundenheit mit deinem Herzen und Geist sind. Die vier Säulen der Thai Yoga Massage sind Achtsamkeit, Klarheit, Spüren und Hingabe. Eine Thaimassage wird nicht mit Muskelkraft sondern mit Gewichtsverlagerung gegeben. So kann auch der Massage Gebende entspannen und die Massage ganz meditativ genießen. Thaimassage kann bei vielen Beschwerden wie Kopfschmerzen, Rückenproblemen und vielem mehr helfen. Die Technik der Thai Yoga Massage lösen Energieblockaden und führen bei dem Empfänger zu einer tiefen Entspannung. Loslassen wird leichtgemacht und die Selbstheilungskräfte werden aktiviert. Der Workshop beginnt mit einer kurzen meditativen Yogasequenz, so dass Du gut auf das Geben und Empfangen der Massage vorbereitet bist. Thaimassage wird bekleidet ausgeführt. Du solltest aber zum massieren sowie zum massiert werden bequeme Wohlfühl-Kleidung tragen (Sportbekleidung). Alle anderen Hilfsmittel stehen ausreichend im Balance zur Verfügung. Du kannst Dich mit deinem Partner, Ehepartner, Geschwister, Eltern oder Freundin anmelden. Bring bitte gerne eine gemütliche Unterlage (Matratze, Decke u.ä.) mit.",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Yoga,"Sonntag, 14. April 2024",https://www.eversports.de/e/workshop/U27XEmo,14:00 - 16:00
,"Luftakrobatik im Ring. Hier wird Kraft, Beweglichkeit und Balance ganz nebenbei trainiert. Denn vor allem macht es unglaublich viel Spaß. Bitte bring deine Yoga-Matte mit. Voraussetzung: gute Hand- und Armkraft Teilnahmegebühr 10€",BALANCE Neumarkt,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",Akrobatik,"Sonntag, 14. April 2024",https://www.eversports.de/e/workshop/DujyYDr,16:30 - 17:30
,"Dieser Workshop steht unter dem Motto Twerken mit Heels - also ""Tweels"". Du erlernst eine sinnliche-gefühlvolle Heels-Twerk-Choreograhpie mit tänzerischen Elementen auf dem Boden (Floorwork). Das Besondere ist es mit dem Heels zu Twerken - es ist aber keine ""Muss"" - du kannst auch ohne Schuhe oder mit Turnschuhen tanzen. Der Workshop richtet sich an Beginner als auch Intermediate-Level, die Lust am Tanz und Bewegung haben und etwas Neues ausprobieren möchten. Knieschoner werden empfohlen mitzubringen.",T-Tanzstück Braunschweig,"Berliner Straße, 38104 Braunschweig",twerXout®,"Samstag, 17. Februar 2024",https://www.eversports.de/e/workshop/fDL8rwL,15:15 - 17:15
,"Jetzt sind die KLEINEN dran!Luftakrobatik ist nicht nur etwas für die Großen. Nun können auch Kinder im Alter von 8-15 Jahren die Luftakrobatik-Sportarten kennenlernen. Die Kids können sich im Aerial Hoop (Luftring) und an den Tüchern (Hammock) und an der Pole austoben.Es werden Klettertechniken und sichere Aufschwünge geschult. Ebenso gehören akrobatische Tricks und Übergänge, sowie ein angemessenes Warm up zum Trainingsprogramm.Unsere speziell ausgebildeten Trainerinnen verfügen über ein hohes Maß an Einfühlungsvermögen und Verantwortungsbewusstsein.",T-Tanzstück Braunschweig,Gesamtticket,Aerial Akrobatik,"Freitag, 1. März 2024",https://www.eversports.de/e/workshop/itCOcd3,15:30 - 17:00
,"Du möchtest coole Posen und akrobatische Elemente zu zweit mit einem Partner erlernen. Patricia und Thuy nehmen euch an die Hand und zeigen euch verschiedene Partnerposen. Dieser Workshop ist nicht nur was für Leute mit Erfahrung in Akrobatik oder Acroyoga, sondern auch für Anfänger geeignet. Übrigens müsst ihr keinen Partner mitbringen :)",Pole Land,Di. 13. Februar 19:20,Akrobatik,"Begann am Dienstag, 12. Dezember 2023",https://www.eversports.de/e/workshop/ezegoNQ,"Kölner Straße 336a, 40227 Düsseldorf"
,"Beim Partner Akrobatik steht das gemeinsame erlernen von akrobatischen Figuren im Vordergrund. Der Workshop ist für Beginner geeignet. Für diejenigen, die schon etwas Vorerfahrung mitbringen, wird es auch schwierigere Varianten geben. Leon und Philipp sind beide bereits viele Jahre in der Akrobatik Szene unterwegs und trainieren gemeinsam beim Hochschulsport Akrobatik. Ein fester Partner ist nicht notwendig. Enge Kleidung ist zu empfehlen.",Pole Land,"Ticket für So. 28.01.2024, 14:00 - 15:30",Akrobatik,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/workshop/mFEme0g,14:00 - 15:30
,"Save the date! Lea alis Ioetzchen kommt uns wieder besuchen und bringt dieses Mal gleich zwei Pole Workshops mit. Im Gepäck haben wir von 13:00- 14:30Uhr eine sexy Pole in Heels Choreo. Du hast keine Heels, dann schreib uns vorher an damit wir dir evtl. Leihheels in deiner Größe besorgen können. - Oder du möchtest mittanzen, aber ohne Heels?- dann kannst du dich trtzdem für den Workshop anmelden. Nach einem kurzen Break geht es weiter. Von 15:00- 16:30 Uhr gibt es eine spinning Combo mit unserem I Doetzchen.",Pole Land,13:00 - 14:30,Poledance,"Beginnt am Sonntag, 18. Februar 2024",https://www.eversports.de/e/workshop/S8noX1Z,"Kölner Straße 336a, 40227 Düsseldorf"
,"Static goes spinning! In diesem Workshop erlernen wir dynamische Sequenzen und Techniken an der Static Pole, mit denen wir spinning-ähnliche Combos und Transitions kreieren können. Perfekt für alle Static Pole Junkies und diejenigen, die Lust auf neuen Input haben!  Level: Mittelstufe ",Pole Land,"Kölner Straße 336a, 40227 Düsseldorf",Polesport,"Sonntag, 10. März 2024",https://www.eversports.de/e/workshop/SqEYfO3,12:00 - 13:30
,"Dan's favourit combos This class will cover Dan’s favourite combos which may have been seen in some of his performances. He will adapt the combo to each level of student to make it fun for all in class. Students ar e welcome to give moves which they like to do or would like to learn and Dan will try to help you create a combo around this trick. So not only will we get to learn Dan’s combos, we will also get the techniques to learn how to make our very own combo’s with moves which we love. This is a fairly advanced class so for this class you will ideally be working towards airinverts, Shoulder mount, superman, extended butterflies & Gemini/ scorpios. Splitz When Dan first started pole he could barely touch his toes so he is no stranger to the struggle of flexibility training. For those people looking to improve their splits this is a great class to come and learn the techniques Dan used to get his splits to wher e they are today. And for those who love splits already, come and learn some more advanced techniques to make your splits even more amazing. This class will be 40 mins split stretching and technique and 50 mins splits tricks on the pole. This class is suitable for Intermediate and above students. We recommend you can do Gemini, scorpio, shoulder mount and basic sits on the pole.",Pole Land,Splitz 14:30 - 16:00,Poledance,"Beginnt am Samstag, 20. April 2024",https://www.eversports.de/e/workshop/OGUBUS8,"Kölner Straße 336a, 40227 Düsseldorf"
,"In diesem Workshop lernen wir innerhalb von 2 Stunden eine sinnliche Choreografie zum „Seven Nation Army“ Cover von Zella Day. Die Choreo wird voraussichtlich Static und Spinning Elemente enthalten. Wir starten mit einem kurzen Warm Up, erlernen anschließend die Choreo und filmen uns am Ende (natürlich freiwillig).  Wichtig: Bitte bringt Knieschoner und ggf. Socken mit. Die Choreo richtet sich an alle auf Beginner Level und aufwärts. ",Pole Land,"Kölner Straße 336a, 40227 Düsseldorf",Poledance,"Sonntag, 21. April 2024",https://www.eversports.de/e/workshop/VVXdiD8,14:30 - 16:00
